"UNIT_NAME","UNIT_ORDER","FIELD","UNIT_ACRES","OPERATOR_NAME","FORMATION","LUW_CODE","DISSOLVED_","TERMINATED"
"HA RB SUL","289-R-11","Bethany_Longstreet","640.0","Indigo Minerals, L.L.C.","Haynesville",,,
"HA RA SUEE","92-N-14","Spider","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RA SUS","855-E-13","North Grand Cane","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RA SUU","691-C-9","Swan Lake","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUO","122-Y-3","Caddo_Pine Island","640.0","Matador Production Company","Haynesville",,,
"HA RA SUEE","1199-E-9","Trenton","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SUI","191-H-25","Caspiana","640.0","Matador Production Company","Haynesville",,,
"HA RA SUQ","691-C-5","Swan Lake","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUM","88-J-2","Holly","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RA SUA","361-L-1","Elm Grove","640.0","KCS Resources, Inc.","Haynesville",,,
"HA RA SUC","1158-C","Alpha","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUY","289-R-6","Bethany_Longstreet","640.0","Goodrich Petroleum Comapny, L.L.C.","Haynesville",,,
"HA RA SUE","148-M-2","Sibley","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUH","496-L-3","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUW","994-D-2","Johnson Branch","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUM","496-L-3","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUCC","994-D-9","Johnson Branch","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUA","999-D","Jamestown","640.0","JW Operating Company","Haynesville",,,
"HA RA SUZ","496-L-5","Benson","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SUN","270-MM-12","Greenwood_Waskom","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUW","496-L-5","Benson","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SUC","123-K","Longwood","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,,
"HA RA SUA","342-K-1","Grand Cane","640.0","JW Operating Company","Haynesville",,,
"HA RA SUQQ","88-J-10","Holly","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RA SULL","109-X-69","Red River_Bull Bayou","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUJ","289-R-3","Bethany_Longstreet","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,,
"HA RA SUFF","92-N-14","Spider","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RA SUV","287-F-9","Lake Bistineau","640.0","XTO Energy","Haynesville",,,
"HA RA SUR","92-N-9","Spider","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUP","813-B-10","Metcalf","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUFF","109-X-41","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUZ","990-D-4","Woodardville","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU118","191-H-62","Caspiana","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUP","289-R-15","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUI","1199-E","Trenton","640.0","EOG Resources, Inc.","Haynesville",,,
"HA RA SUO","376-D-2","Kingston","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SUD","251-G","Sentell","640.0","Southern Star Operating, Inc.","Haynesville",,,
"HA RA SUA","855-E","North Grand Cane","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RA SUCC","917-L-8","Bracky Branch","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SUP","191-H-57","Caspiana","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUI","88-J-3","Holly","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SU71","990-D-22","Woodardville","640.0","JW Operating Company","Haynesville",,,
"HA RA SU56","990-D-8","Woodardville","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUA","1200-A","Willow Chute","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUGG","8-N-7","Sligo","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUAA","8-N-5","Sligo","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUDD","1199-E-8","Trenton","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUF","92-N-1","Spider","640.0","St. Mary Land & Exploration Company","Haynesville",,,
"HA RA SUOO","994-D-21","Johnson Branch","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUD","628-B","Zwolle","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SU85","289-R-52","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUD","948-C-1","Redoak Lake","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUBB","498-B-5","Pleasant Hill","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUU","1513-B","Bayou San Miguel","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUQQ","122-Y-6","Caddo_Pine Island","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SU54","191-H-34","Caspiana","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RB SUKK","109-X-40","Red River_Bull Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RB SUP","109-X-13","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUB","148-M-1","Sibley","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU63","289-R-32","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SURR","122-Y-6","Caddo_Pine Island","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUR","990-D-3","Woodardville","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUA","148-M","Sibley","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUG","148-M-3","Sibley","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU98","361-L-64","Elm Grove","640.0","JW Operating Company","Haynesville",,,
"HA RA SUL","88-J-2","Holly","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RA SUH","1243-C","King Hill","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUE","990-D-2","Woodardville","640.0","Forest Oil Corporation","Haynesville",,,
"HA RA SUAA","1137-G-2","Martin","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUB","1243-C","King Hill","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SU82","361-L-45","Elm Grove","646.0","WSF, Inc.","Haynesville",,,
"HA RA SUX","994-D-7","Johnson Branch","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUQ","813-B-13","Metcalf","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUL","955-J-1","Grogan","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,"Y",
"HA RA SUI","691-C-1","Swan Lake","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUC","376-D","Kingston","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SUOO","109-X-73","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUR","994-D-2","Johnson Branch","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUB","967-C","Cedar Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU69","990-D-22","Woodardville","640.0","JW Operating Company","Haynesville",,,
"HA RA SUW","376-D-8","Kingston","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SUI","191-H-4","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUHH","496-L-8","Benson","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SU53","289-R-32","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUB","287-F-1","Lake Bistineau","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SUJJ","289-R-22","Bethany_Longstreet","640.0","XTO Energy, Inc.","Haynesville",,,
"HA RA SUWW","289-R-26","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUKK","498-B-5","Pleasant Hill","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SUB","917-L","Bracky Branch","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUF","1243-C","King Hill","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUZ","8-N-3","Sligo","640.0","JW Operating Company","Haynesville",,,
"HA RA SUQ","92-N-9","Spider","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUEE","496-L-7","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU96","361-L-66","Elm Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU84","361-L-49","Elm Grove","640.0","JW Operating Company","Haynesville",,,
"HA RA SUG","289-R-3","Bethany_Longstreet","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,,
"HA RA SU126","191-H-65","Caspiana","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUJ","994-D-1","Johnson Branch","640.0","Fossil Operating, Inc.","Haynesville",,,
"HA RA SUTT","361-L-24","Elm Grove","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUN","109-X-39","Red River_Bull Bayou","640.0","EOG Resources, Inc.","Haynesville",,,
"HA RA SUA","1165-K","San Miguel Creek","640.0","SWEPI, L.P.","Haynesville",,,
"HA RB SURR","289-R-30","Bethany_Longstreet","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RA SUA","967-C","Cedar Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUE","691-C-1","Swan Lake","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUS","501-G-1","Converse","640.0","Ellora Energy","Haynesville",,,
"HA RA SUT","955-J-2","Grogan","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUTT","289-R-27","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUA","109-X-2","Red River_Bull Bayou","640.0","Long Petroleum, L.L.C.","Haynesville",,,
"HA RA SUF","88-J-3","Holly","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RB SUUU","289-R-30","Bethany_Longstreet","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RA SU58","289-R-32","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUK","88-J-3","Holly","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RB SUO","191-H-26","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUH","1137-G","Martin","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUGG","287-F-12","Lake Bistineau","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RC SUL","109-X-9","Red River_Bull Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SULL","289-R-18","Bethany_Longstreet","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,,
"HA RA SUC","1199-E","Trenton","640.0","EOG Resources, Inc.","Haynesville",,,
"HA RB SUA","289-R-1","Bethany_Longstreet","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RA SUM","1243-C-1","King Hill","640.0","Anadarko Petroleum Corporation","Haynesville",,,
"HA RA SUZZ","88-J-12","Holly","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUP","496-L-7","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUMM","289-R-24","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUII","994-D-13","Johnson Branch","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUVV","191-H-23","Caspiana","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SU60","361-L-35","Elm Grove","640.0","JW Operating Company","Haynesville",,,
"HA RA SUL","813-B-12","Metcalf","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUB","1199-E","Trenton","640.0","EOG Resources, Inc.","Haynesville",,,
"HA RA SUK","8-N-2","Sligo","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUR ","191-H-12","Caspiana","640.0","Camterra Resources, Inc.","Haynesville",,,
"HA RA SUAA","191-H-11","Caspiana","640.0","Camterra Resources, Inc.","Haynesville",,,
"HA RA SUG","917-L-2","Bracky Branch","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUDD","8-N-6","Sligo","640.0","EOG Resources, Inc.","Haynesville",,,
"HA RA SUE","1145-B-5","Thorn Lake","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RD SUV","109-X-46","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUE","8-N-1","Sligo","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,"Y",
"HA RA SUVV","270-MM-28","Greenwood_Waskom","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,,
"HA RA SU59","289-R-41","Bethany_Longstreet","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RA SUH","109-X-10","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUT","496-L-7","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUI","498-B-1","Pleasant Hill","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUF","1522-A-2","Red Chute Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUG","956-C","Haughton","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUL","956-C-1","Haughton","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU55","270-MM-29","Greenwood_Waskom","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUX","1513-B","Bayou San Miguel","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUO","855-E-7","North Grand Cane","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUV","501-G-1","Converse","640.0","Ellora Energy","Haynesville",,,
"HA RA SUG","270-MM-2","Greenwood_Waskom","929.0","Encore Operating Louisiana, L.L.C.","Haynesville",,,
"HA RA SUAA","501-G-2","Converse","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUT","994-D-3","Johnson Branch","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RD SUR","109-X-26","Red River_Bull Bayou","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RB SUII","109-X-40","Red River_Bull Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUD","287-F-1","Lake Bistineau","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUU","361-L-3","Elm Grove","640.0","KCS Resources, Inc.","Haynesville",,,
"HA RA SUKK","994-D-12","Johnson Branch","540.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUH","956-C","Haughton","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUAA","122-Y-5","Caddo_Pine Island","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,"Y",
"HA RB SUNN","109-X-40","Red River_Bull Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUF","691-C-1","Swan Lake","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU69","361-L-40","Elm Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUII","270-MM-18","Greenwood_Waskom","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUQ","8-N-2","Sligo","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUI","1513-B","Bayou San Miguel","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUB","376-D","Kingston","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SUC","251-G","Sentell","640.0","Southern Star Operating, Inc.","Haynesville",,,
"HA RA SUI","909-H","Gahagan","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SU136","191-H-68","Caspiana","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SUT","361-L-8","Elm Grove","592.0","JW Operating Company","Haynesville",,,
"HA RA SUM","955-J-1","Grogan","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,"Y",
"HA RB SUL","109-X-17","Red River_Bull Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUO","287-F-6","Lake Bistineau","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUI","109-X-28","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SUF","109-X-4","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUC","496-L-1","Benson","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SU53","88-J-14","Holly","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUK","1199-E-1","Trenton","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUI","1137-G","Martin","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUJ","1490-C-1","Alabama Bend","640.0","Will-Drill Production Company, Inc.","Haynesville",,,
"HA RA SUQ","88-J-5","Holly","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUC","148-M-2","Sibley","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU85","191-H-40","Caspiana","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUO","501-G","Converse","1327.0","Eagle Oil and Gas Company","Haynesville",,,
"HA RA SUUU","361-L-15","Elm Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU68","289-R-39","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUG","1513-B","Bayou San Miguel","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUB","855-E","North Grand Cane","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RA SUG","123-K","Longwood","640.0",,"Haynesville",,"Y",
"HA RA SU84","289-R-52","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SU56","289-R-44","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU55","191-H-31","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU113","191-H-60","Caspiana","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SUF","289-R-3","Bethany_Longstreet","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,,
"HA RB SUPP","109-X-35","Red River_Bull Bayou","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RB SUQQ","289-R-30","Bethany_Longstreet","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RA SU67","990-D-19","Woodardville","640.0","Petro-Chem Operating Company, Inc.","Haynesville",,,
"HA RA SUA","8-N-1","Sligo","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,"Y",
"HA RA SUB","361-L-9","Elm Grove","640.0","KCS Resources, Inc.","Haynesville",,,
"HA RA SUGG","289-R-14","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUL","1199-E-2","Trenton","640.0","EOG Resources, Inc.","Haynesville",,,
"HA RA SUY","88-J-7","Holly","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SU57","270-MM-29","Greenwood_Waskom","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUO","1513-B","Bayou San Miguel","640.0","SWEPI, L.P.","Haynesville",,,
"HA RD SUJ","109-X","Red River_Bull Bayou","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUF","990-D-2","Woodardville","640.0","Forest Oil Corporation","Haynesville",,,
"HA RA SUW","990-D-4","Woodardville","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUM","123-K-4","Longwood","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,"Y",
"HA RA SUF","1513-B","Bayou San Miguel","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUHH","8-N-7","Sligo","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUT","88-J-5","Holly","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUCC","28-AA-11","Logansport","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SU56","109-X-66","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUR","8-N-2","Sligo","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUL","28-AA-4","Logansport","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUC","572-B-2","Ten Mile Bayou","640.0","EOG Resources, Inc.","Haynesville",,,
"HA RA SUK","312-G-2","Belle Bower","480.0","Will-Drill Production Company, Inc.","Haynesville",,,
"HA RA SUO","917-L-5","Bracky Branch","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUZ","1137-G-2","Martin","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUW","1145-B-9","Thorn Lake","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUZZ","270-MM-28","Greenwood_Waskom","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,,
"HA RA SUW","498-B-5","Pleasant Hill","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU73","289-R-41","Bethany_Longstreet","640.0","El Paso E&P Company, L.P.","Haynesville",,,
