"UNIT_NAME","UNIT_ORDER","FIELD","UNIT_ACRES","OPERATOR_NAME","FORMATION","LUW_CODE","DISSOLVED_","TERMINATED"
"HA RA SU82","270-MM-43","Greenwood_Waskom","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU149","191-H-76","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU152","191-H-91","Caspiana","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU128","191-H-89","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU154","191-H-87","Caspiana","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SU117","361-L-78","Elm Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU113","361-L-76","Elm Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUR","1243-C-2","King Hill","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SU119","361-L-87","Elm Grove","640.0","JW Operating Company","Haynesville",,,
"HA RA SU120","361-L-87","Elm Grove","640.0","JW Operating Company","Haynesville",,,
"HA RA SUO","1490-C-11","Alabama Bend","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUP","1490-C-11","Alabama Bend","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUX","691-C-13","Swan Lake","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUCC","1145-B-30","Thorn Lake","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU73","270-MM-48","Greenwood_Waskom","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUDD","270-MM-14","Greenwood_Waskom","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUEE","270-MM-14","Greenwood_Waskom","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU68","270-MM-41","Greenwood_Waskom","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU112","361-L-75","Elm Grove","640.0","Petrohawk Operating Company","Haynesville",,"Y",
"HA RA SU111","361-L-75","Elm Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU81","361-L-42","Elm Grove","640.0","JW Operating Company","Haynesville",,,
"HA RA SU78","361-L-43","Elm Grove","640.0","JW Operating Company","Haynesville",,,
"HA RA SU77","361-L-43","Elm Grove","516.0","JW Operating Company","Haynesville",,,
"HA RA SU109","361-L-74","Elm Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RB SU65","289-R-82","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU92","289-R-83","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU70","270-MM-41","Greenwood_Waskom","640.0","Chesapeake Operating Inc.","Haynesville",,"Y",
"HA RA SU155","191-H-86","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUWW","496-L-19","Benson","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUF","572-B-6","Ten Mile Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUX","955-J-7","Grogan","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUU","955-J-6","Grogan","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUI","1165-K-3","San Miguel Creek","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUJ","1165-K-3","San Miguel Creek","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUK","1165-K-3","San Miguel Creek","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUL","1165-K-3","San Miguel Creek","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUF","1165-K-2","San Miguel Creek","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUG","1165-K-2","San Miguel Creek","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUH","1165-K-2","San Miguel Creek","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SU82","990-D-32","Woodardville","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUOO","92-N-18","Spider","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUKK","92-N-17","Spider","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SULL","92-N-16","Spider","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUMM","92-N-16","Spider","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RB SU61","289-R-50","Bethany_Longstreet","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RB SUCC","289-R-20","Bethany_Longstreet","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RA SU54","501-G-15","Converse","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU53","501-G-15","Converse","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUL","540-C-6","Brushy Bayou","640.0","XTO Energy","Haynesville",,,
"HA RA SU59","501-G-19","Converse","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU57","501-G-16","Converse","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUOO","498-B-9","Pleasant Hill","640.0","XTO Energy","Haynesville",,,
"HA RA SUQQ","498-B-8","Pleasant Hill","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUL","700-G-4","Chemard Lake","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUK","700-G-5","Chemard Lake","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUJ","700-G-6","Chemard Lake","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUI","700-G-6","Chemard Lake","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUJJ","1199-E-15","Trenton","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUHH","1199-E-14","Trenton","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUII","1199-E-14","Trenton","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUQQ","92-N-21","Spider","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SURR","92-N-20","Spider","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU58","109-X-94","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SU81","109-X-86","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RD SUDD","109-X-96","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RD SUEE","109-X-96","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RD SUFF","109-X-96","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUXX","109-X-93","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU93","289-R-94","Bethany_Longstreet","836.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU95","289-R-93","Bethany_Longstreet","800.0","Coronado Energy E&P Company, L.L.C.","Haynesville",,,
"HA RA SUDD","917-L-11","Bracky Branch","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SU57","88-J-39","Holly","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SU58","88-J-40","Holly","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RA SUS","813-B-17","Metcalf","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUT","813-B-16","Metcalf","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUU","813-B-15","Metcalf","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU72","270-MM-45","Greenwood_Waskom","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUN","1165-K-6","San Miguel Creek","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUQ","1165-K-6","San Miguel Creek","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUS","1165-K-6","San Miguel Creek","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUW","1165-K-6","San Miguel Creek","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUU","1165-K-6","San Miguel Creek","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUT","1165-K-6","San Miguel Creek","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUZZ","92-N-24","Spider","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUQ","700-G-9","Chemard Lake","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUT","628-B-6","Zwolle","640.0","Forest Oil Corporation","Haynesville",,,
"HA RA SUR","628-B-6","Zwolle","640.0","Forest Oil Corporation","Haynesville",,,
"HA RA SUV","628-B-7","Zwolle","640.0","Forest Oil Corporation","Haynesville",,,
"HA RA SUW","628-B-7","Zwolle","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUY","628-B-7","Zwolle","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUX","628-B-7","Zwolle","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU76","270-MM-51","Greenwood_Waskom","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU77","270-MM-51","Greenwood_Waskom","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU78","270-MM-51","Greenwood_Waskom","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SUL","191-H-26","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU85","501-G-35","Converse","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SU86","501-G-35","Converse","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SU96","501-G-36","Converse","640.0","Forest Oil Corporation","Haynesville",,,
"HA RA SU97","501-G-36","Converse","640.0","Forest Oil Corporation","Haynesville",,,
"HA RA SU133","361-L-101","Elm Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUV","967-C-14","Cedar Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUG","572-B-7","Ten Mile Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU102","501-G-40","Converse","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SUB","1262-E-1","Ashland","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUH","1262-E-1","Ashland","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUE","1262-E-1","Ashland","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUD","1262-E-1","Ashland","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUA","1262-E","Ashland","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUI","1262-E","Ashland","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUF","1262-E","Ashland","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUG","1262-E","Ashland","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUOO","948-C-15","Redoak Lake","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,"Y",
"HA RA SUBB","628-B-8","Zwolle","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUZ","628-B-9","Zwolle","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUAA","628-B-10","Zwolle","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUH","572-B-8","Ten Mile Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUII","1513-B-5","Bayou San Miguel","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUPP","1165-K-10","San Miguel Creek","640.0","XTO Energy","Haynesville",,,
"HA RA SUQQ","1165-K-10","San Miguel Creek","640.0","XTO Energy","Haynesville",,,
"HA RA SURR","1165-K-10","San Miguel Creek","640.0","XTO Energy","Haynesville",,,
"HA RA SU84","990-D-45","Woodardville","640.0","Empressa Energy, L.L.C.","Haynesville",,,
"HA RA SU85","990-D-45","Woodardville","640.0","Empressa Energy, L.L.C.","Haynesville",,,
"HA RA SU86","990-D-45","Woodardville","640.0","Empressa Energy, L.L.C.","Haynesville",,,
"HA RA SU87","990-D-45","Woodardville","640.0","Empressa Energy, L.L.C.","Haynesville",,,
"HA RA SUD","999-D-1","Jamestown","640.0","Empressa Energy, L.L.C.","Haynesville",,,
"HA RA SU158","361-L-98","Elm Grove","640.0","Camterra Resources, Inc.","Haynesville",,,
"HA RA SU92","270-MM-55","Greenwood_Waskom","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU93","270-MM-54","Greenwood_Waskom","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUJ","1158-C-1","Alpha","640.0","Anadarko Petroleum Corporation","Haynesville",,,
"HA RA SUI","1158-C-1","Alpha","640.0","Anadarko Petroleum Corporation","Haynesville",,,
"HA RA SUG","1158-C-1","Alpha","640.0","Anadarko Petroleum Corporation","Haynesville",,,
"HA RA SUH","1158-C-1","Alpha","640.0","Anadarko Petroleum Corporation","Haynesville",,,
"HA RA SU71","501-G-25","Converse","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU60","88-J-52","Holly","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUKK","88-J-10","Holly","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RB SU87","109-X-116","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RB SU86","109-X-116","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RB SU82","109-X-117","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU74","109-X-113","Red River_Bull Bayou","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUZ","1165-K-7","San Miguel Creek","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SU100","289-R-112","Bethany_Longstreet","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RC SUJJ","109-X-121","Red River_Bull Bayou","640.0","Matador Production Company","Haynesville",,,
"HA RB SU90","109-X-122","Red River_Bull Bayou","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SU71","109-X-124","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU75","109-X-124","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUDD","855-E-23","North Grand Cane","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU88","270-MM-58","Greenwood_Waskom","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUT","967-C-12","Cedar Grove","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU59","88-J-69","Holly","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU61","496-L-22","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU57","496-L-22","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU60","496-L-22","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU59","496-L-22","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU65","496-L-22","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU55","496-L-22","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU67","496-L-22","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU63","496-L-22","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU54","496-L-22","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU64","496-L-22","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU56","496-L-22","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU66","496-L-22","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU58","496-L-22","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUGG","909-H-14","Gahagan","540.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUFF","909-H-14","Gahagan","508.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUO","1407-C-3","Liberty","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SU76","501-G-33","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU77","501-G-33","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU75","501-G-33","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU73","501-G-33","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU74","501-G-33","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU112","501-G-34","Converse","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SU93","501-G-35","Converse","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SU87","501-G-35","Converse","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SUM","700-E-3","Chemard Lake","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUN","700-G-7","Chemard Lake","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUO","700-G-7","Chemard Lake","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUA","1529","Madden Branch","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUB","1529-A","Madden Branch","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUC","1529-A","Madden Branch","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUF","1529-A","Madden Branch","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUE","1529-A","Madden Branch","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUD","1529-A","Madden Branch","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUCC","955-J-11","Grogan","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUDD","955-J-11","Grogan","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUEE","955-J-11","Grogan","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUA","955-J","Grogan","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUB","955-J","Grogan","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUC","955-J","Grogan","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUD","955-J","Grogan","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUE","955-J","Grogan","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUF","955-J","Grogan","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUHH","955-J-12","Grogan","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUGG","955-J-13","Grogan","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUFF","955-J-14","Grogan","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUII","955-J-14","Grogan","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUJJ","955-J-14","Grogan","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUYY","92-N-24","Spider","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUVV","92-N-24","Spider","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUWW","92-N-24","Spider","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUSS","92-N-24","Spider","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU53","191-H-23","Caspiana","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RB SU85","109-X-111","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUX","967-C-17","Cedar Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUY","967-C-17","Cedar Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUP","967-C-16","Cedar Grove","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU162","191-H-136","Caspiana","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SU161","191-H-135","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU102","270-MM-60","Greenwood_Waskom","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SU101","270-MM-60","Greenwood_Waskom","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,"Y",
"HA RA SU99","501-G-39","Converse","640.0","ExxonMobil","Haynesville",,,
"HA RA SU90","501-G-39","Converse","640.0","ExxonMobil","Haynesville",,,
"HA RA SU91","501-G-39","Converse","640.0","ExxonMobil","Haynesville",,,
"HA RA SU89","501-G-38","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU83","501-G-26","Converse","640.0","ExxonMobil","Haynesville",,,
"HA RA SU82","501-G-26","Converse","640.0","ExxonMobil","Haynesville",,,
"HA RA SU84","501-G-26","Converse","640.0","ExxonMobil","Haynesville",,,
"HA RA SU78","501-G-28","Converse","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU95","501-G-41","Converse","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUKK","1199-E-17","Trenton","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUK","1525-A-6","Mansfield","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUL","1525-A-6","Mansfield","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SU91","109-X-125","Red River_Bull Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SU66","8-N-21","Sligo","640.0","Petrohawk Operating Company","Haynesville",,"Y",
"HA RA SUSS","8-N-17","Sligo","640.0","BEUSA Energy, Inc.","Haynesville",,"Y",
"HA RA SUQQ","8-N-17","Sligo","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RA SU62","8-N-19","Sligo","640.0","BEUSA Energy, Inc.","Haynesville",,"Y",
"HA RA SU61","8-N-19","Sligo","640.0","BEUSA Energy, Inc.","Haynesville",,"Y",
"HA RA SU83","270-MM-56","Greenwood_Waskom","640.0","Chesapeake Operating Inc.","Haynesville",,"Y",
"HA RA SU87","270-MM-56","Greenwood_Waskom","640.0","Chesapeake Operating Inc.","Haynesville",,"Y",
"HA RA SU89","270-MM-57","Greenwood_Waskom","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUWW","287-F-27","Lake Bistineau","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUW","1490-C-13","Alabama Bend","640.0","QEP Energy Company","Haynesville",,,
"HA RA SU129","361-L-99","Elm Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUU","967-C-11","Cedar Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU81","501-G-27","Converse","960.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUDD","1145-B-36","Thorn Lake","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,,
"HA RA SUKK","955-J-15","Grogan","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SULL","955-J-15","Grogan","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUOO","955-J-16","Grogan","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUN","540-C-8","Brushy Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUJJ","1165-K-8","San Miguel Creek","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUII","1165-K-8","San Miguel Creek","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUHH","1165-K-8","San Miguel Creek","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUGG","1165-K-8","San Miguel Creek","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUFF","1165-K-8","San Miguel Creek","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUAA","1165-K-8","San Miguel Creek","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUBB","1165-K-8","San Miguel Creek","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUCC","1165-K-8","San Miguel Creek","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUDD","1165-K-8","San Miguel Creek","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUEE","1165-K-8","San Miguel Creek","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUKK","1165-K-9","San Miguel Creek","640.0","XTO Energy","Haynesville",,,
"HA RA SULL","1165-K-9","San Miguel Creek","640.0","XTO Energy","Haynesville",,,
"HA RA SUMM","1165-K-9","San Miguel Creek","640.0","XTO Energy","Haynesville",,,
"HA RA SUNN","1165-K-9","San Miguel Creek","640.0","XTO Energy","Haynesville",,,
"HA RA SUOO","1165-K-9","San Miguel Creek","640.0","XTO Energy","Haynesville",,,
"HA RA SUEE","1513-B-4","Bayou San Miguel","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUFF","1513-B-4","Bayou San Miguel","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUGG","1513-B-4","Bayou San Miguel","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUHH","1513-B-4","Bayou San Miguel","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUSS","1165-K-11","San Miguel Creek","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUK","1262-E-1","Ashland","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUJ","1262-E-1","Ashland","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUC","1262-E-1","Ashland","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUE","13-L-3","Shreveport","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU92","501-G-50","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU71","496-L-29","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU72","496-L-29","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU69","496-L-23","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUS","1186-C-4","Carrol Creek","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUF","13-L-1","Shreveport","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU159","191-H-131","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU117","191-H-131","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU81","122-Y-22","Caddo-Pine Island","1000.0","Anadarko E&P Onshore LLC","Haynesville",,,
"HA RA SU82","122-Y-22","Caddo-Pine Island","960.0","Anadarko E&P Onshore LLC","Haynesville",,,
"HA RA SU137","361-L-148","Elm Grove","640.0","BHP Billiton Petroleum, LLC","Haynesville",,,
"HA RA SU Y","691-C-33","Swan Lake","640.0","BHP Billiton Petroleum (TXLA Operating)","Haynesville",,,
"HA RB SU E","191-H-6","Caspiana","640.0","Matador Production Company","Haynesville",,,
"HA RA SU111","501-G-34","Converse","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RB SU F","191-H-6","Caspiana","640.0","Matador Production Company","Haynesville",,,
"HA RB SU G","191-H-6","Caspiana","640.0","Matador Production Company","Haynesville",,,
"HA RA SU G","1145-B-3","Caspiana","640.0","Matador Production Company","Haynesville",,,
"HA RA SUUU","501-G-48","Converse","1280.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
